"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,UNE -14953-120,Standard Part,Component,80,1,each,02.3 ,base - aperture lateral 500,Released,,,,,,,,-70,+K1,base - aperture lateral 500,"base - aperture lateral 500
order no. 8601.050",Sockel - Blende seitlich 500,"Sockel - Blende seitlich 500
Bestell-Nr. 8601.050",底座 - 观察孔 侧面的 500,"底座 - 观察孔 侧面的 500
订单号 8601.050",base - apertura lateral 500,"base - apertura lateral 500
n.º de pedido 8601.050",base - abertura lateral 500,"base - abertura lateral 500
n.° de encomenda 8601.050",podstavec - clona boční 500,"podstavec - clona boční 500
obj. č. 8601.050",bệ - khẩu độ bên 500,"bệ - khẩu độ bên 500
đơn hàng số 8601.050",BBAN,Buy,,,each,,,,,,HAZF-54236-001,UNE -14955-161,27180100,false,Dangerous Good No / Hazardous Good No,K01099,ST0001911277,true,,,,,,1.75,,500,100,1.636,kg,Specified,,BELOW,S01 Standardization  BUZ,ML Insourcing (U9),"Hiremath, Nandini",2024-07-23 08:48:57
2,LONT-16854-001,Standard Part,Component,90,4,each,00.4 ,Quick hold wedge  TS 8800.500,Closed Out,,,,,,,,-80,+K1,Quick hold wedge  TS 8800.500,"Quick hold wedge  TS 8800.500   Order number: TS 8800.500  Quick hold wedge  for fast mounting of switching cabinets  not suitable for transport  Material  : sheet steel, galvanized, chrome-plated  Packing unit = 6 piece  ",Anreih-Schnellverbinder TS 8800.500,"Anreih-Schnellverbinder TS 8800.500   TH-TEXT  Rittal  Bestell-Nr.: TS 8800.500  ------------------------------------------------------------  TT-TEXT  Anreih-Schnellverbinder  für die schnelle Montage von Schaltschränken  nicht für den Transport geeignet  Material  : Stahlblech, verzinkt, chromatiert  Verpackungseinheit = 6 Stück  ------------------------------------------------------------  ",,"快速连接件  TS 8800.500
订单号： TS 8800.500
快速连接件
用于快速安装开关柜
不适用于运输
材料： 镀锌、镀铬钢板
包装单位 = 6 件
",,,,,,,,,Corporate,Buy,,,each,false,102029878,,,,SNNN-21654-010,,27180100,false,Dangerous Good No / Hazardous Good No,K01077,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"ST, Import",2024-01-31 08:13:52
2,LONT-10660-001,Standard Part,Component,100,4,each,01.3 ,angular baying bracket set 3mm steel,Closed Out,,,,,,,,-90,+K1,angular baying bracket set 3mm steel,"angular baying bracket set 3mm steel
 plate
 manufacturer Rittal
order no. TS 8800.430
see specification",Anreihwinkel Satz 3mm Stahlblech,"Anreihwinkel Satz 3mm Stahlblech
 Hersteller Rittal
Bestell-Nr. TS 8800.430
siehe Spezifikation",直角机架 系列 3mm 钢板,"直角机架 系列 3mm 钢板
 制造商 Rittal
订单号 TS 8800.430
参见 规格",escuadra de ensamblaje juego 3mm chapa,"escuadra de ensamblaje juego 3mm chapa
 de acero
 fabricante Rittal
n.º de pedido TS 8800.430
véase especificación",cantoneira para montagem modular,"cantoneira para montagem modular
 conjunto 3mm chapa de aço
 fabricante Rittal
n.° de encomenda TS 8800.430
ver especificação",přiřazovací úhelník sada 3mm ocelový,"přiřazovací úhelník sada 3mm ocelový
 plech
 výrobce Rittal
obj. č. TS 8800.430
viz specifikace",ke góc khung bệ bộ 3mm tấm thép,"ke góc khung bệ bộ 3mm tấm thép
 nhà sản xuất Rittal
đơn hàng số TS 8800.430
xem qui định",Corporate,Buy,,,each,,102029877,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.001,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"ST, Import",2024-01-31 09:00:19
2,LONT-18557-001,Standard Part,Component,110,2,each,00.4 ,fastening angle TS 4540.000,Closed Out,,,,,,,,-100,+K1,fastening angle TS 4540.000,"fastening angle TS 4540.000
for transportation from angereihten
switch cabinet
manufacturer Rittal
art. no. SZ 4540.000
packed unit 4 pc.",Befestigungswinkel TS 4540.000,"Befestigungswinkel TS 4540.000
zum Transport von angereihten
Schaltschrank
Hersteller Rittal
Art.-Nr. SZ 4540.000
Verpackungseinheit 4 Stück",紧固角件 TS 4540.000,"紧固角件 TS 4540.000
  运输   angereihten
控制柜
制造商 Rittal
产品编号 SZ 4540.000
袋装 4 件",escuadra de fijación TS 4540.000,"escuadra de fijación TS 4540.000
para transporte de angereihten
armario eléctrico
fabricante Rittal
n.º art. SZ 4540.000
unidad de embalaje 4 pieza",cantoneira de fixação TS 4540.000,"cantoneira de fixação TS 4540.000
para transporte de angereihten
painel elétrico
fabricante Rittal
número do artigo SZ 4540.000
unidade de embalagem 4 peça",upevňovací úhelník TS 4540.000,"upevňovací úhelník TS 4540.000
k přeprava od angereihten
řídící rozvaděč
výrobce Rittal
č. položky SZ 4540.000
obalová jednotka 4 kus",ke góc cố định TS 4540.000,"ke góc cố định TS 4540.000
để vận chuyển từ angereihten
tủ cầu dao
nhà sản xuất Rittal
mã số sản phẩm SZ 4540.000
đơn vị bao gói 4 miếng",Corporate,Buy,,,each,false,104737,,,,,LONT-15950-001,27180100,false,Dangerous Good No / Hazardous Good No,K00346,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2023-10-09 02:24:48
2,LONT-10662-001,Standard Part,Component,120,4,each,00.7 ,"C-rail DK-TS profile rail 19""",Released,,,,,,,,-110,+K1,"C-rail DK-TS profile rail 19""","C-rail DK-TS profile rail 19""
 manufacturer Rittal
art. no. DK 7827.200
- profile rail 482,6mm  (19"")
- for DK-TS cabinet
- cabinet h 2000mm (42HE)
- material steel plate chromated
see specification","C-Tragschiene DK-TS Profilschiene 19""","C-Tragschiene DK-TS Profilschiene 19""
 Hersteller Rittal
Art.-Nr. DK 7827.200
- Profilschiene 482,6mm  (19"")
- für DK-TS Schrank
- Schrank H 2000mm (42HE)
- Material Stahlblech chromatiert
siehe Spezifikation","C 型导轨 DK-TS 型轨 19""","C 型导轨 DK-TS 型轨 19""
 制造商 Rittal
产品编号 DK 7827.200
- 型轨 482,6mm  (19"")
-   DK-TS 机箱
- 机箱 高度 2000mm (42HE)
- 材料 钢板 镀铬
参见 规格","riel en C DK-TS riel de perfil 19""","riel en C DK-TS riel de perfil 19""
 fabricante Rittal
n.º art. DK 7827.200
- riel de perfil 482,6mm  (19"")
- para DK-TS armario
- armario alt. 2000mm (42HE)
- material chapa de acero cromado
véase especificación",trilho com perfil C DK-TS perfil trilho,"trilho com perfil C DK-TS perfil trilho
 19""
 fabricante Rittal
número do artigo DK 7827.200
- perfil trilho 482,6mm  (19"")
- para DK-TS armário
- armário alt. 2000mm (42HE)
- material chapa de aço cromatizado
ver especificação",kolejnice tvaru C DK-TS profilová,"kolejnice tvaru C DK-TS profilová
 kolejnice 19""
 výrobce Rittal
č. položky DK 7827.200
- profilová kolejnice 482,6mm  (19"")
- pro DK-TS skříň
- skříň výška 2000mm (42HE)
- materiál ocelový plech chromátovaný
viz specifikace","ray chữ C DK-TS ray định hình 19""","ray chữ C DK-TS ray định hình 19""
 nhà sản xuất Rittal
mã số sản phẩm DK 7827.200
- ray định hình 482,6mm  (19"")
- để DK-TS tủ
- tủ chiều cao 2000mm (42HE)
- vật liệu tấm thép được cromat hóa
xem qui định","BLOC, BLOA",Buy,,,each,false,102083916,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,,,,,,,,,1.2,482.6,60,60,1.2,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Midilli, Sefa",2021-12-22 01:08:16
2,LONT-18558-001,Standard Part,Component,130,6,each,00.2 ,System Chassis TS8612.050  17x 73mm,Closed Out,,,,,,,,-120,+K1,"Chassis, system TS 8612.050  17x 73mm","Chassis, system TS 8612.050  17x 73mm   RITTAL Order number : TS 8612.050  System Chassis 17x73mm  for TS-Profile 500mm  inner mounting level  ",System Chassis TS8612.050  17x 73mm,System Chassis TS8612.050  17x 73mm   TH-TEXT  RITTAL Bestell-Nr. : TS 8612.050  ------------------------------------------------------------  TT-TEXT  System Chassis 17x73mm  für TS-Profil 500mm  innere Montageebene  ------------------------------------------------------------  ,,"系统底架 TS 8612.050  17x 73mm
威图订单号： TS 8612.050
系统底架 17x73mm
用于 TS 支架 500mm
内部安装水平
",,,,,,,,,"BLOC, BLOA",Buy,,,each,false,102098261,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"ST, Import",2024-01-31 08:49:52
2,LONT-10669-001,Standard Part,Component,140,3,each,00.2 ,System Chassis TS8612.160  17x 73mm,Closed Out,,,,,,,,-130,+K1,"Chassis, system TS 8612.160  17x 73mm","Chassis, system TS 8612.160  17x 73mm   RITTAL Order No.: TS 8612.160  System chassis 17x73mm  for TS profile 600 mm  Outer mounting level  ",System Chassis TS8612.160  17x 73mm,System Chassis TS8612.160  17x 73mm   TH-TEXT  RITTAL Bestell-Nr. : TS 8612.160  ------------------------------------------------------------  TT-TEXT  System Chassis 17x73mm  für TS-Profil 600mm  äußere Montageebene  ------------------------------------------------------------  ,,"威图订单号： TS 8612.160
系统底架 17x73mm
用于 TS 支架 600 mm
外部安装高度
",,,,,Rittal TS 8612.160,Rittal TS 8612.160,,,"BLOA, BLOC",Buy,,,each,false,102034714,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"ST, Import",2024-01-31 08:49:54
2,LONT-10664-001,Standard Part,Component,150,2,meters,00.3 ,cable duct 75x75 DIN 43659 PVC gray,Released,,,,,,,,-140,+K1,cable duct 75x75 DIN 43659 PVC gray,"cable duct 75x75 DIN 43659 PVC gray
type NU DIN 75X75
manufacturer Rehau
order no. 724083",Kabelkanal 75x75 DIN 43659 PVC grau,"Kabelkanal 75x75 DIN 43659 PVC grau
Typ NU DIN 75X75
Hersteller Rehau
Bestell-Nr. 724083",电缆槽 75x75 德国标准化学会 43659 聚乙烯 灰色,"电缆槽 75x75 德国标准化学会 43659 聚乙烯 灰色
型号 NU DIN 75X75
制造商 Rehau
订单号 724083",canaleta para cables 75x75 DIN 43659,"canaleta para cables 75x75 DIN 43659
 PVC gris
tipo NU DIN 75X75
fabricante Rehau
n.º de pedido 724083",canaleta para cabos 75x75 DIN 43659 PVC,"canaleta para cabos 75x75 DIN 43659 PVC
 cinza
tipo NU DIN 75X75
fabricante Rehau
n.° de encomenda 724083",kabelový kanál 75x75 DIN 43659 PVC šedý,"kabelový kanál 75x75 DIN 43659 PVC šedý
typ NU DIN 75X75
výrobce Rehau
obj. č. 724083",ống đặt cáp 75x75 DIN 43659 nhựa PVC xám,"ống đặt cáp 75x75 DIN 43659 nhựa PVC xám
loại NU DIN 75X75
nhà sản xuất Rehau
đơn hàng số 724083","BLOC, BLOA",Buy,,,meters,false,3712738,,,,,,27140600,false,Dangerous Good No / Hazardous Good No,K00895,,,,,,,,0.1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-05-08 06:27:00
2,LONT-10757-001,Standard Part,Component,160,2,each,00.2 ,caution sign,Released,,,,,,,,-150,+K1,caution sign,"caution sign
at deactivate hazard before voltage",Warnschild,"Warnschild
bei deaktivieren Gefahr vor Spannung",警告标志,"警告标志
  停用 危害   电压",rótulo de advertencia,"rótulo de advertencia
cerca de desactivar peligro antes
 tensión",placa de advertência,"placa de advertência
em desativar risco antes voltagem",výstražná tabulka,"výstražná tabulka
u deaktivovat nebezpečí před elektrické
 napětí",biển cảnh báo,"biển cảnh báo
tại hủy kích hoạt hiểm họa trước khi
 điện áp","BLOA, BLOC",Buy,,,each,false,58471040,,,,,,10055030,false,Dangerous Good No / Hazardous Good No,K00123,,,,,190,100,3.0000001192093E-1,0.1,190,100,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-16 06:56:17
2,LONT-12497-001,Source Material,Component,170,1,each,01.2 ,"spiral hose AUFLEX SCBP-6, 25m orange",Released,,,,,,,,-152,+K1,"spiral hose AUFLEX SCBP-6, 25m orange","spiral hose AUFLEX SCBP-6, 25m orange
 supplier AUTEC GmbH / Bad Bellingen
art. no. 70040603Z
material PE
diameter / wall thickness 4x1mm
service temperature min. -30°C
see specification","Spiralschlauch AUFLEX SCBP-6, 25m orange","Spiralschlauch AUFLEX SCBP-6, 25m orange
 Lieferant AUTEC GmbH / Bad Bellingen
Art.-Nr. 70040603Z
Material PE
Durchmesser / Wanddicke 4x1mm
Einsatztemperatur min. -30°C
siehe Spezifikation","缠绕胶管 AUFLEX SCBP-6, 25m 橙色","缠绕胶管 AUFLEX SCBP-6, 25m 橙色
 供应商 AUTEC GmbH / Bad Bellingen
产品编号 70040603Z
材料 聚乙烯
直径 / 壁厚 4x1mm
工作温度 最小的 -30°C
参见 规格","tubo flexible en espiral AUFLEX SCBP-6,","tubo flexible en espiral AUFLEX SCBP-6,
 25m naranja
 proveedor AUTEC GmbH / Bad Bellingen
n.º art. 70040603Z
material PE
diámetro / espesor de pared 4x1mm
temperatura de servicio mín. -30°C
véase especificación","mangueira espiral AUFLEX SCBP-6, 25m","mangueira espiral AUFLEX SCBP-6, 25m
 laranja
 fornecedor AUTEC GmbH / Bad Bellingen
número do artigo 70040603Z
material PE
diâmetro / espessura de parede 4x1mm
temperatura de operação mín. -30°C
ver especificação","spirálová hadice AUFLEX SCBP-6, 25m","spirálová hadice AUFLEX SCBP-6, 25m
 oranžový
 dodavatel AUTEC GmbH / Bad Bellingen
č. položky 70040603Z
materiál PE
průměr / tloušťka stěny 4x1mm
provozní teplota min. -30°C
viz specifikace","ống xoắn AUFLEX SCBP-6, 25m màu da cam","ống xoắn AUFLEX SCBP-6, 25m màu da cam
 nhà cung cấp AUTEC GmbH / Bad Bellingen
mã số sản phẩm 70040603Z
vật liệu polyethylene
đường kính / chiều dày thành 4x1mm
nhiệt độ làm việc tối thiểu -30°C
xem qui định","BLOC, BLOA",Buy,,,each,,102103263,,PE,polyethylene,,,27260000,false,Dangerous Good No / Hazardous Good No,K01411,,,,,,,,,331,291,60,0.36,kg,Weighted,,,S13 Standardization  BLOA,OP Optics (B8),"Michaelis, Bettina",2023-09-20 06:05:59
2,LONT-18559-001,Source Material,Component,180,1,each,01.2 ,spiral hose AUFLEX SCBP-12 25m orange,Released,,,,,,,,-154,+K1,spiral hose AUFLEX SCBP-12 25m orange,"spiral hose AUFLEX SCBP-12 25m orange
supplier AUTEC GmbH / Bad Bellingen
art. no. 70091270Z
material PE
diameter / wall thickness 9x1,5mm
service temperature min. -30°C
see specification",Spiralschlauch AUFLEX SCBP-12 25m orange,"Spiralschlauch AUFLEX SCBP-12 25m orange
Lieferant AUTEC GmbH / Bad Bellingen
Art.-Nr. 70091270Z
Material PE
Durchmesser / Wanddicke 9x1,5mm
Einsatztemperatur min. -30°C
siehe Spezifikation",缠绕胶管 AUFLEX SCBP-12 25m 橙色,"缠绕胶管 AUFLEX SCBP-12 25m 橙色
供应商 AUTEC GmbH / Bad Bellingen
产品编号 70091270Z
材料 聚乙烯
直径 / 壁厚 9x1,5mm
工作温度 最小的 -30°C
参见 规格",tubo flexible en espiral AUFLEX SCBP-12,"tubo flexible en espiral AUFLEX SCBP-12
25m naranja
proveedor AUTEC GmbH / Bad Bellingen
n.º art. 70091270Z
material PE
diámetro / espesor de pared 9x1,5mm
temperatura de servicio mín. -30°C
véase especificación",mangueira espiral AUFLEX SCBP-12 25m,"mangueira espiral AUFLEX SCBP-12 25m
laranja
fornecedor AUTEC GmbH / Bad Bellingen
número do artigo 70091270Z
material PE
diâmetro / espessura de parede 9x1,5mm
temperatura de operação mín. -30°C
ver especificação",spirálová hadice AUFLEX SCBP-12 25m,"spirálová hadice AUFLEX SCBP-12 25m
oranžový
dodavatel AUTEC GmbH / Bad Bellingen
č. položky 70091270Z
materiál PE
průměr / tloušťka stěny 9x1,5mm
provozní teplota min. -30°C
viz specifikace",ống xoắn AUFLEX SCBP-12 25m màu da cam,"ống xoắn AUFLEX SCBP-12 25m màu da cam
nhà cung ứng AUTEC GmbH / Bad Bellingen
mã số sản phẩm 70091270Z
vật liệu polyethylene
đường kính / chiều dày thành 9x1,5mm
nhiệt độ làm việc tối thiểu -30°C
xem qui định","BLOC, BLOA",Buy,,,each,,102103264,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.8,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Ziebart, Artur",2021-10-20 09:02:39
2,LONT-18560-001,Standard Part,Component,190,4,each,00.6 ,panel for cable bushing TS8609.170,Released,,,,,,,,-170,+K1,panel for cable bushing TS8609.170,"panel for cable bushing TS8609.170
manufacturer Rittal
art. no. TS 8609.170

steel plate galvanized",Platte für Kabeldurchführung TS8609.170,"Platte für Kabeldurchführung TS8609.170
Hersteller Rittal
Art.-Nr. TS 8609.170

Stahlblech verzinkt",面板   电缆套管 TS8609.170,"面板   电缆套管 TS8609.170
制造商 Rittal
产品编号 TS 8609.170

钢板 镀锌",plancha para pasamuros TS8609.170,"plancha para pasamuros TS8609.170
fabricante Rittal
n.º art. TS 8609.170

chapa de acero galvanizado",placa para passagem de cabo TS8609.170,"placa para passagem de cabo TS8609.170
fabricante Rittal
número do artigo TS 8609.170

chapa de aço galvanizado",deska pro kabelová průchodka TS8609.170,"deska pro kabelová průchodka TS8609.170
výrobce Rittal
č. položky TS 8609.170

ocelový plech pozinkovaný",tấm để măng sông cáp TS8609.170,"tấm để măng sông cáp TS8609.170
nhà sản xuất Rittal
mã số sản phẩm TS 8609.170

tấm thép được mạ kẽm","Corporate, BLOC, BLOA",Buy,,,each,false,102054302,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,K01102,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2024-05-03 01:43:36
2,LONT-18561-001,Standard Part,Component,200,5,each,00.3 ,blind plug PG29 synthetic material,Released,,,,,,,,-180,+K1,blind plug PG29 synthetic material,"blind plug PG29 synthetic material
type 514/29
manufacturer Uni-Elektro
order no. 12 21 67",Blindstopfen PG29 Kunststoff,"Blindstopfen PG29 Kunststoff
Typ 514/29
Hersteller Uni-Elektro
Bestell-Nr. 12 21 67",盲孔堵头 PG29 塑料,"盲孔堵头 PG29 塑料
型号 514/29
制造商 Uni-Elektro
订单号 12 21 67",tapón ciego PG29 plástico,"tapón ciego PG29 plástico
tipo 514/29
fabricante Uni-Elektro
n.º de pedido 12 21 67",tampão cego PG29 plástico,"tampão cego PG29 plástico
tipo 514/29
fabricante Uni-Elektro
n.° de encomenda 12 21 67",zaslepovací zátka PG29 umělá hmota,"zaslepovací zátka PG29 umělá hmota
typ 514/29
výrobce Uni-Elektro
obj. č. 12 21 67",nút ẩn PG29 vật liệu tổng hợp,"nút ẩn PG29 vật liệu tổng hợp
loại 514/29
nhà sản xuất Uni-Elektro
đơn hàng số 12 21 67","BLOA, BLOC",Buy,,,each,false,10040382,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K00917,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-17 08:33:47
2,LONT-18302-001,Standard Part,Component,210,5,each,00.2 ,counternut PG 29,Released,,,,,,,,-190,+K1,counternut PG 29,"counternut PG 29
LO art. no. 03710386
supplier Hugro-Armaturen
order no. 580.29",Kontermutter PG 29,"Kontermutter PG 29
LO Art.-Nr. 03710386
Lieferant Hugro-Armaturen
Bestell-Nr. 580.29",锁紧螺母 PG 29,"锁紧螺母 PG 29
莱宝光学 产品编号 03710386
供应商 Hugro-Armaturen
订单号 580.29",contratuerca PG 29,"contratuerca PG 29
LO n.º art. 03710386
proveedor Hugro-Armaturen
n.º de pedido 580.29",contraporca PG 29,"contraporca PG 29
Leybold número do artigo 03710386
fornecedor Hugro-Armaturen
n.° de encomenda 580.29",kontramatice PG 29,"kontramatice PG 29
LO č. položky 03710386
dodavatel Hugro-Armaturen
obj. č. 580.29",đai ốc khóa PG 29,"đai ốc khóa PG 29
LO mã số sản phẩm 03710386
nhà cung ứng Hugro-Armaturen
đơn hàng số 580.29","BLOC, BLOA",Buy,,,each,false,3710386,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K01461,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-30 10:41:34
2,LOOA-17746-001,Part,Component,215,2,each,00.2 ,cable entry frame KEL 24/12-E,Released,,,,,,,,-200,+K1,cable entry frame KEL 24/12-E,"cable entry frame KEL 24/12-E

type KEL24/12-E +KT15*7 +BTK*4
+KT18*1
order no.
99042208*1 +99041215*7 
+99041251*4 +99041218*1",Kabeldurchführungsleiste KEL 24/12-E,"Kabeldurchführungsleiste KEL 24/12-E

Modell KEL24/12-E +KT15*7 +BTK*4
+KT18*1
Bestell-Nr.
99042208*1 +99041215*7 
+99041251*4 +99041218*1",电缆接入框架 KEL 24/12-E,"电缆接入框架 KEL 24/12-E

型号 KEL24/12-E +KT15*7 +BTK*4
+KT18*1
订单号
99042208*1 +99041215*7 
+99041251*4 +99041218*1",sistema de entrada de cables KEL 24/12-E,"sistema de entrada de cables KEL 24/12-E

modelo KEL24/12-E +KT15*7 +BTK*4
+KT18*1
n.º de pedido
99042208*1 +99041215*7 
+99041251*4 +99041218*1",sistema de inserção de cabos KEL 24/12-E,"sistema de inserção de cabos KEL 24/12-E

modelo KEL24/12-E +KT15*7 +BTK*4
+KT18*1
n.° de encomenda
99042208*1 +99041215*7 
+99041251*4 +99041218*1",kabelová průchodková lišta KEL 24/12-E,"kabelová průchodková lišta KEL 24/12-E

model KEL24/12-E +KT15*7 +BTK*4
+KT18*1
obj. č.
99042208*1 +99041215*7 
+99041251*4 +99041218*1",khung đầu vào cáp KEL 24/12-E,"khung đầu vào cáp KEL 24/12-E

chủng loại KEL24/12-E +KT15*7 +BTK*4
+KT18*1
đơn hàng số
99042208*1 +99041215*7 
+99041251*4 +99041218*1","BLOA, BLOC",Buy,,,each,false,,,,,,,27060000,false,,,,,,,,,,1,,,,,kg,Specified,,,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2019-06-22 09:55:42
2,LONT-18490-001,Standard Part,Component,220,1,each,00.5 ,"subrack 3HE/84TE, Rational,  B",Released,E2,,,,,,,-10,+K1.G1,"subrack 3HE/84TE, Rational,  B","subrack 3HE/84TE, Rational,  B
type Europac Rational
manufacturer Schroff
order no. 20817-031
Grundeinheit B with variabler
 Befestigung
for socket connector after Wahl","Baugruppenträger 3HE/84TE, Rational,  B","Baugruppenträger 3HE/84TE, Rational,  B
Typ Europac Rational
Hersteller Schroff
Bestell-Nr. 20817-031
Grundeinheit B mit variabler Befestigung
für Federleiste nach Wahl","子架 3HE/84TE, Rational,  B","子架 3HE/84TE, Rational,  B
型号 Europac Rational
制造商 Schroff
订单号 20817-031
Grundeinheit B   variabler Befestigung
  插座连接器   Wahl","portamódulos 3HE/84TE, Rational,  B","portamódulos 3HE/84TE, Rational,  B
tipo Europac Rational
fabricante Schroff
n.º de pedido 20817-031
Grundeinheit B con variabler Befestigung
para conector multipolar tras Wahl","suporte de grupo construção 3HE/84TE,","suporte de grupo construção 3HE/84TE,
 Rational,  B
tipo Europac Rational
fabricante Schroff
n.° de encomenda 20817-031
Grundeinheit B com variabler Befestigung
para bloco de conectores depois Wahl","rám pro zásuvné desky 3HE/84TE,","rám pro zásuvné desky 3HE/84TE,
 Rational,  B
typ Europac Rational
výrobce Schroff
obj. č. 20817-031
Grundeinheit B s variabler Befestigung
pro konektorová zásuvka po Wahl","khung đỡ 3HE/84TE, Rational,  B","khung đỡ 3HE/84TE, Rational,  B
loại Europac Rational
nhà sản xuất Schroff
đơn hàng số 20817-031
Grundeinheit B với variabler Befestigung
để ổ cắm kết nối sau khi Wahl","BLOC, BLOA",Buy,,,each,false,3127124,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K01077,,,,,,,,1.2,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-05-08 07:49:34
2,LONT-18491-001,Standard Part,Component,230,10,each,00.2 ,havy Slide bar  DK 7492.300    80kg,Released,,,,,,,,-30,+K1.G1,havy Slide bar  DK 7492.300    80kg,havy Slide bar  DK 7492.300    80kg   ,Schwerlast-Gleitschienen 80kg DK7492.300,Schwerlast-Gleitschienen 80kg DK7492.300   ,,"重型负荷滑动轨 DK 7492.300    80kg
",,,,,,,,,"BLOA, BLOC",Buy,,,each,false,102098243,,,,,,27180100,false,Dangerous Good No / Hazardous Good No,,,,,,,,,0.1,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Rausch, Dennis",2018-07-25 02:03:27
